"Código de radio.","Total de hogares","Hogares con al menos un indicador NBI","Hogares con computadora","Hogares con una o más personas de servicio doméstico sin retiro (con cama)","Hogares con hacinamiento (>= 3 personas por cuarto)","Hogares sin heladeras","Hogares sin sistema de botón, cadena o mochila para limpieza del inodoro.","Hogares sin agua para beber y cocinar proveniente de red pública","Hogares sin cañería de agua en la vivienda","Hogares sin cloaca","Hogares con desagüe a hoyo o pozo ciego sin cámara","Hogares sin cobertura de techo tipo 1 (Membrana, baldosa, losa o teja)","Hogares sin piso tipo 1 (cerámica, baldosa, mosaico, mármol, madera, alfombrado)","Hogares con teléfono celular","Hogares con teléfono fijo","Hogares con garrafa o leña como combustible usado principalmente para cocinar","Hogares propietarios de la vivienda","Hogares inquilinos de la vivienda","Hogares ni propietarios ni inquilinos","Hogares con jefatura femenina","Hogares con jefe nacido en país limítrofe + Perú","Hogares con jefes con primaria completa o secundaria incompleto","Hogares con jefes con secundaria completa o superior incompleto","Hogares con jefes con secundaria completa o más","Hogares con jefes con terciaria completa","Hogares con jefes con universitaria completa","Hogares con cónyugues con secundaria completa o más","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio","Población total","Total de hogares","Latitud del centroide","Longitud del centroide","Superficie en km2","Geometría en WKT"
"066232212",18,0,9,0,0,1,1,8,1,13,4,10,2,18,10,5,9,0,9,2,0,13,5,5,0,0,7,"06","Buenos Aires","06623","Pergamino","066232212",60,18,-33.943673,-60.499819,42.679136294764,"POLYGON((-60.468276 -33.977646,-60.467508 -33.998850,-60.468361 -33.998367,-60.469780 -33.998548,-60.470908 -33.997951,-60.470479 -33.996771,-60.472092 -33.993693,-60.473580 -33.992739,-60.474335 -33.991432,-60.475124 -33.990014,-60.476955 -33.988733,-60.477915 -33.987121,-60.479274 -33.986282,-60.481610 -33.982841,-60.485283 -33.980167,-60.487479 -33.979744,-60.488750 -33.978851,-60.489663 -33.976957,-60.493162 -33.974428,-60.496528 -33.971902,-60.499747 -33.970030,-60.503026 -33.969138,-60.507742 -33.968872,-60.512923 -33.968762,-60.517555 -33.968586,-60.520775 -33.967299,-60.524494 -33.965706,-60.527954 -33.963030,-60.532456 -33.957808,-60.533851 -33.956889,-60.534276 -33.955490,-60.535445 -33.954867,-60.535837 -33.953467,-60.537283 -33.952177,-60.537673 -33.950426,-60.539297 -33.947969,-60.540756 -33.944362,-60.542684 -33.942243,-60.543525 -33.939869,-60.543717 -33.938847,-60.544534 -33.937173,-60.544675 -33.935640,-60.545260 -33.934091,-60.545736 -33.933235,-60.546533 -33.931175,-60.547114 -33.930517,-60.537162 -33.930298,-60.522744 -33.929939,-60.523739 -33.917352,-60.524992 -33.904128,-60.511797 -33.906374,-60.472395 -33.912639,-60.472255 -33.913935,-60.470616 -33.931436,-60.469352 -33.956334,-60.468276 -33.977646))"
"066232804",330,4,178,0,1,5,6,7,6,5,3,60,25,284,255,59,257,46,27,111,0,219,77,108,18,13,85,"06","Buenos Aires","06623","Pergamino","066232804",929,330,-33.909069,-60.578388,0.15684571562269,"POLYGON((-60.578096 -33.907002,-60.576947 -33.907374,-60.576808 -33.907051,-60.575833 -33.907787,-60.576239 -33.908686,-60.576682 -33.909655,-60.577132 -33.910624,-60.577547 -33.911527,-60.578714 -33.911176,-60.579799 -33.910856,-60.581007 -33.910464,-60.580566 -33.909512,-60.580127 -33.908550,-60.579694 -33.907580,-60.579253 -33.906603,-60.578096 -33.907002))"
"066232809",371,18,205,0,8,7,5,5,5,95,38,94,23,321,235,75,242,90,39,140,3,235,102,128,18,8,87,"06","Buenos Aires","06623","Pergamino","066232809",1184,371,-33.911333,-60.588805,0.37089192314495,"POLYGON((-60.585602 -33.913685,-60.586074 -33.914723,-60.586418 -33.914682,-60.586804 -33.914582,-60.587011 -33.914517,-60.593170 -33.912524,-60.592656 -33.911423,-60.592210 -33.910457,-60.591798 -33.909527,-60.591302 -33.908449,-60.590790 -33.907312,-60.589640 -33.907662,-60.588561 -33.907986,-60.588431 -33.908021,-60.588962 -33.909171,-60.586956 -33.909836,-60.585980 -33.910152,-60.585126 -33.910437,-60.584242 -33.910720,-60.585319 -33.913052,-60.585602 -33.913685))"
"066232803",174,1,124,0,0,0,4,17,4,20,2,23,15,155,129,31,143,18,13,50,2,88,53,85,15,17,67,"06","Buenos Aires","06623","Pergamino","066232803",558,174,-33.911576,-60.575528,0.28227889680092,"POLYGON((-60.570836 -33.910759,-60.570779 -33.911550,-60.572091 -33.911131,-60.572521 -33.912093,-60.573117 -33.911917,-60.573736 -33.911722,-60.573942 -33.912159,-60.574107 -33.912546,-60.574174 -33.912684,-60.574884 -33.914214,-60.576055 -33.914279,-60.577105 -33.914351,-60.578921 -33.914455,-60.578599 -33.913792,-60.578937 -33.913684,-60.579720 -33.913417,-60.579611 -33.913180,-60.579125 -33.912088,-60.577547 -33.911527,-60.577132 -33.910624,-60.576682 -33.909655,-60.576239 -33.908686,-60.575833 -33.907787,-60.574835 -33.908553,-60.573355 -33.909616,-60.572835 -33.909784,-60.571632 -33.910189,-60.570860 -33.910436,-60.570836 -33.910759))"
"066232101",139,34,25,0,28,17,47,139,47,138,57,83,73,117,40,127,91,13,35,32,3,121,13,14,0,1,13,"06","Buenos Aires","06623","Pergamino","066232101",532,139,-33.912963,-60.562761,0.50579633479809,"POLYGON((-60.559199 -33.915795,-60.561097 -33.917430,-60.567970 -33.913641,-60.567931 -33.913591,-60.567939 -33.913587,-60.567919 -33.913577,-60.564084 -33.908769,-60.563894 -33.908546,-60.563654 -33.908300,-60.562821 -33.907531,-60.562938 -33.907416,-60.562902 -33.907383,-60.562688 -33.907669,-60.562547 -33.907817,-60.562418 -33.907971,-60.562218 -33.908185,-60.562146 -33.908268,-60.562063 -33.908397,-60.562031 -33.908536,-60.561926 -33.908745,-60.561888 -33.908852,-60.561865 -33.908947,-60.561772 -33.909211,-60.561706 -33.909331,-60.561667 -33.909447,-60.561590 -33.909571,-60.561503 -33.909671,-60.561420 -33.909804,-60.561327 -33.909913,-60.561293 -33.910007,-60.561223 -33.910108,-60.561147 -33.910173,-60.561058 -33.910233,-60.560794 -33.910375,-60.560725 -33.910481,-60.560561 -33.910594,-60.560412 -33.910779,-60.560321 -33.911084,-60.560225 -33.911716,-60.560141 -33.912092,-60.560071 -33.912289,-60.559951 -33.912463,-60.559758 -33.912607,-60.559509 -33.912757,-60.559267 -33.912991,-60.558877 -33.913386,-60.558550 -33.913674,-60.558187 -33.913980,-60.557852 -33.914208,-60.557538 -33.914367,-60.559199 -33.915795))"
"066232207",328,2,161,0,2,4,9,6,9,83,34,32,23,275,251,98,253,40,35,133,0,192,101,128,22,5,87,"06","Buenos Aires","06623","Pergamino","066232207",973,328,-33.910336,-60.555933,0.10839159722044,"POLYGON((-60.554796 -33.908875,-60.553848 -33.909174,-60.553864 -33.909209,-60.553803 -33.909229,-60.554191 -33.910040,-60.554427 -33.909960,-60.554445 -33.910932,-60.554451 -33.911050,-60.554461 -33.911641,-60.554475 -33.911994,-60.554483 -33.911993,-60.554482 -33.912002,-60.556394 -33.911995,-60.557469 -33.911639,-60.558035 -33.911523,-60.558010 -33.911460,-60.558156 -33.911412,-60.557016 -33.909042,-60.556946 -33.909065,-60.556727 -33.908548,-60.556604 -33.908280,-60.555868 -33.908518,-60.554796 -33.908875))"
"066232106",71,7,13,0,6,7,13,15,13,66,45,62,35,56,29,64,57,2,12,18,4,58,9,10,0,1,6,"06","Buenos Aires","06623","Pergamino","066232106",276,71,-33.937171,-60.631573,24.0076525293,"MULTIPOLYGON(((-60.636284 -33.919146,-60.635715 -33.919645,-60.634927 -33.919090,-60.633556 -33.917683,-60.632400 -33.916472,-60.632125 -33.916245,-60.631082 -33.915265,-60.630666 -33.914891,-60.629538 -33.913898,-60.619444 -33.913444,-60.620228 -33.915958,-60.620276 -33.916101,-60.620350 -33.916233,-60.620472 -33.916352,-60.616935 -33.917547,-60.615653 -33.914908,-60.610915 -33.916447,-60.607914 -33.918486,-60.607144 -33.917794,-60.606384 -33.918107,-60.605476 -33.918809,-60.608313 -33.921261,-60.608200 -33.921350,-60.608599 -33.921699,-60.600461 -33.927972,-60.596280 -33.931141,-60.596163 -33.930917,-60.596092 -33.930975,-60.599413 -33.937886,-60.603924 -33.944025,-60.610961 -33.960736,-60.623622 -33.950446,-60.623772 -33.950326,-60.638479 -33.963629,-60.643678 -33.968478,-60.664443 -33.952137,-60.645678 -33.935227,-60.654282 -33.928113,-60.665578 -33.919181,-60.655439 -33.913434,-60.637484 -33.913325,-60.640155 -33.915843,-60.637698 -33.917691,-60.637855 -33.917885,-60.636562 -33.918901,-60.636284 -33.919146)),((-60.618514 -33.913419,-60.618896 -33.913419,-60.618513 -33.913402,-60.618514 -33.913419)))"
"066232810",268,9,142,0,8,5,6,26,6,58,27,63,17,235,201,60,200,51,17,71,2,173,62,92,20,10,64,"06","Buenos Aires","06623","Pergamino","066232810",778,268,-33.912851,-60.582114,0.23645854519635,"POLYGON((-60.578714 -33.911176,-60.577547 -33.911527,-60.579125 -33.912088,-60.579611 -33.913180,-60.579720 -33.913417,-60.578937 -33.913684,-60.578599 -33.913792,-60.578921 -33.914455,-60.579117 -33.914469,-60.581501 -33.914594,-60.581925 -33.914621,-60.583111 -33.914682,-60.584597 -33.914766,-60.585861 -33.914794,-60.586097 -33.914773,-60.585602 -33.913685,-60.585319 -33.913052,-60.584242 -33.910720,-60.582472 -33.911295,-60.582389 -33.911123,-60.581452 -33.911435,-60.581007 -33.910464,-60.579799 -33.910856,-60.578714 -33.911176))"
"066232813",449,14,259,0,14,9,18,13,18,36,13,167,71,425,279,150,393,27,29,199,3,270,120,171,28,23,124,"06","Buenos Aires","06623","Pergamino","066232813",1550,449,-33.919774,-60.600401,1.4688904700185,"POLYGON((-60.600178 -33.927715,-60.600461 -33.927972,-60.608599 -33.921699,-60.608200 -33.921350,-60.608313 -33.921261,-60.605476 -33.918809,-60.606384 -33.918107,-60.607122 -33.917802,-60.607154 -33.917772,-60.606302 -33.917029,-60.604500 -33.915438,-60.602631 -33.913807,-60.600701 -33.912158,-60.596313 -33.913598,-60.596775 -33.914583,-60.594484 -33.915315,-60.594975 -33.916279,-60.593854 -33.916619,-60.592604 -33.917020,-60.593072 -33.917983,-60.593174 -33.918260,-60.595661 -33.923623,-60.600178 -33.927715))"
"066232812",379,14,159,0,7,9,20,2,20,171,93,116,67,333,244,154,264,81,34,125,2,290,63,82,13,6,86,"06","Buenos Aires","06623","Pergamino","066232812",1211,379,-33.916615,-60.591345,0.40300108078995,"POLYGON((-60.591134 -33.919562,-60.591212 -33.919641,-60.591242 -33.919619,-60.595661 -33.923623,-60.593174 -33.918260,-60.593072 -33.917983,-60.592604 -33.917020,-60.593854 -33.916619,-60.594975 -33.916279,-60.594484 -33.915315,-60.594014 -33.914338,-60.593567 -33.913399,-60.593170 -33.912524,-60.587011 -33.914517,-60.586804 -33.914582,-60.586418 -33.914682,-60.586074 -33.914723,-60.586097 -33.914773,-60.585861 -33.914794,-60.588540 -33.917213,-60.589459 -33.918016,-60.590543 -33.918987,-60.590728 -33.919148,-60.591134 -33.919562))"
"066232304",119,11,39,0,7,4,6,27,6,116,50,59,27,101,63,92,81,19,19,30,0,88,25,30,3,2,17,"06","Buenos Aires","06623","Pergamino","066232304",365,119,-33.911725,-60.461481,0.96780132374157,"POLYGON((-60.453349 -33.912266,-60.454132 -33.915167,-60.456961 -33.914762,-60.459456 -33.914275,-60.459443 -33.915474,-60.465494 -33.914423,-60.465402 -33.915144,-60.472255 -33.913935,-60.472395 -33.912639,-60.472388 -33.912043,-60.472187 -33.912065,-60.467201 -33.913072,-60.466954 -33.912082,-60.465632 -33.912343,-60.465251 -33.910351,-60.467056 -33.909997,-60.466416 -33.907136,-60.453775 -33.909189,-60.454504 -33.912036,-60.453349 -33.912266))"
"066232107",142,14,45,0,6,7,13,115,13,139,53,82,44,128,57,126,111,15,16,35,0,114,24,27,2,1,31,"06","Buenos Aires","06623","Pergamino","066232107",508,142,-33.917965,-60.566222,0.42571255668914,"POLYGON((-60.567328 -33.922943,-60.567782 -33.923347,-60.568116 -33.921862,-60.568580 -33.919568,-60.568645 -33.919294,-60.568719 -33.918999,-60.569027 -33.918057,-60.569920 -33.915228,-60.568830 -33.914508,-60.568788 -33.914483,-60.568645 -33.914381,-60.568492 -33.914244,-60.568354 -33.914113,-60.567970 -33.913641,-60.561097 -33.917430,-60.562092 -33.918287,-60.567328 -33.922943))"
"066232811",179,8,108,0,4,11,8,147,8,105,65,50,31,168,121,60,134,23,22,42,1,82,61,97,14,22,71,"06","Buenos Aires","06623","Pergamino","066232811",544,179,-33.91646,-60.580157,0.64470705864955,"POLYGON((-60.569990 -33.915265,-60.574338 -33.917603,-60.576725 -33.918901,-60.576793 -33.918434,-60.577831 -33.917602,-60.578043 -33.917438,-60.578270 -33.917253,-60.579124 -33.916573,-60.579983 -33.915910,-60.583011 -33.918659,-60.583345 -33.918956,-60.583673 -33.919267,-60.584340 -33.919870,-60.585012 -33.919364,-60.587049 -33.917810,-60.587072 -33.917848,-60.587650 -33.918568,-60.587944 -33.918895,-60.588362 -33.919374,-60.588965 -33.920091,-60.589505 -33.920719,-60.591134 -33.919562,-60.590728 -33.919148,-60.590543 -33.918987,-60.589459 -33.918016,-60.588540 -33.917213,-60.585861 -33.914794,-60.584597 -33.914766,-60.583111 -33.914682,-60.581925 -33.914621,-60.581501 -33.914594,-60.579117 -33.914469,-60.577105 -33.914351,-60.576055 -33.914279,-60.574884 -33.914214,-60.574159 -33.914167,-60.573473 -33.914130,-60.572092 -33.914033,-60.572023 -33.914021,-60.570923 -33.913978,-60.570508 -33.913958,-60.570334 -33.913941,-60.570139 -33.913936,-60.569889 -33.913920,-60.568270 -33.913807,-60.568232 -33.913760,-60.568184 -33.913739,-60.568004 -33.913620,-60.567939 -33.913587,-60.567931 -33.913591,-60.568354 -33.914113,-60.568492 -33.914244,-60.568645 -33.914381,-60.568788 -33.914483,-60.568830 -33.914508,-60.569920 -33.915228,-60.569990 -33.915265))"
"066232105",22,0,11,0,0,0,0,22,0,21,2,12,2,22,12,7,4,9,9,0,0,12,3,10,0,7,7,"06","Buenos Aires","06623","Pergamino","066232105",64,22,-33.946745,-60.577687,26.464915225422,"POLYGON((-60.549966 -33.923040,-60.548931 -33.925734,-60.547910 -33.927115,-60.547505 -33.928450,-60.547379 -33.929475,-60.547114 -33.930517,-60.546533 -33.931175,-60.545736 -33.933235,-60.545260 -33.934091,-60.544675 -33.935640,-60.544534 -33.937173,-60.543717 -33.938847,-60.543525 -33.939869,-60.542684 -33.942243,-60.550192 -33.948485,-60.580341 -33.974598,-60.581327 -33.981225,-60.581179 -33.982532,-60.580769 -33.983585,-60.580039 -33.984219,-60.585429 -33.984331,-60.583539 -33.982745,-60.602602 -33.967420,-60.606975 -33.971325,-60.613066 -33.966912,-60.610961 -33.960736,-60.603924 -33.944025,-60.599413 -33.937886,-60.596092 -33.930975,-60.594744 -33.927903,-60.594432 -33.928117,-60.593604 -33.928711,-60.590877 -33.930798,-60.590249 -33.931290,-60.577800 -33.920302,-60.576188 -33.918887,-60.576400 -33.918724,-60.574338 -33.917603,-60.569920 -33.915228,-60.569027 -33.918057,-60.568719 -33.918999,-60.568645 -33.919294,-60.568580 -33.919568,-60.568116 -33.921862,-60.567782 -33.923347,-60.562092 -33.918287,-60.557672 -33.914481,-60.556241 -33.914911,-60.555661 -33.915314,-60.555126 -33.916308,-60.554429 -33.917024,-60.553929 -33.917305,-60.552986 -33.918331,-60.552828 -33.918825,-60.552669 -33.919457,-60.552260 -33.920336,-60.550284 -33.922152,-60.549966 -33.923040))"
"066232104",239,0,221,1,0,0,0,96,0,8,0,91,10,233,222,1,192,42,5,34,2,19,60,219,12,147,201,"06","Buenos Aires","06623","Pergamino","066232104",834,239,-33.923367,-60.58612,1.1906425212998,"POLYGON((-60.576763 -33.918643,-60.576725 -33.918901,-60.576400 -33.918724,-60.576188 -33.918887,-60.577800 -33.920302,-60.590249 -33.931290,-60.590877 -33.930798,-60.593604 -33.928711,-60.594432 -33.928117,-60.594771 -33.927885,-60.591604 -33.923521,-60.590447 -33.921980,-60.589505 -33.920719,-60.588965 -33.920091,-60.588362 -33.919374,-60.587944 -33.918895,-60.587650 -33.918568,-60.587072 -33.917848,-60.587049 -33.917810,-60.585012 -33.919364,-60.584340 -33.919870,-60.583673 -33.919267,-60.583345 -33.918956,-60.583011 -33.918659,-60.579983 -33.915910,-60.579124 -33.916573,-60.578270 -33.917253,-60.578043 -33.917438,-60.577831 -33.917602,-60.576793 -33.918434,-60.576763 -33.918643))"
"066232103",5,0,3,0,0,1,1,5,1,5,1,0,1,5,3,2,3,0,2,0,0,3,1,2,0,1,3,"06","Buenos Aires","06623","Pergamino","066232103",17,5,-33.925491,-60.595065,0.42945389094703,"POLYGON((-60.591134 -33.919562,-60.589505 -33.920719,-60.590447 -33.921980,-60.591604 -33.923521,-60.594771 -33.927885,-60.594744 -33.927903,-60.596092 -33.930975,-60.596163 -33.930917,-60.596280 -33.931141,-60.600461 -33.927972,-60.591242 -33.919619,-60.591212 -33.919641,-60.591134 -33.919562))"
"066232305",25,0,10,0,0,0,1,25,1,25,13,14,7,25,3,16,5,0,20,0,1,19,2,2,0,0,4,"06","Buenos Aires","06623","Pergamino","066232305",88,25,-33.966951,-60.40699,110.68275398776,"POLYGON((-60.471484 -33.914071,-60.465402 -33.915144,-60.465494 -33.914423,-60.459443 -33.915474,-60.459456 -33.914275,-60.456961 -33.914762,-60.454132 -33.915167,-60.434480 -33.918954,-60.406270 -33.923611,-60.393070 -33.925680,-60.393229 -33.926977,-60.386003 -33.928153,-60.385712 -33.927158,-60.385718 -33.927102,-60.372340 -33.929037,-60.347440 -33.933186,-60.347435 -33.933222,-60.344810 -33.972993,-60.343397 -34.008990,-60.345528 -34.010870,-60.347710 -34.012474,-60.348707 -34.014086,-60.350351 -34.014184,-60.353100 -34.014859,-60.355749 -34.016462,-60.359625 -34.017986,-60.361286 -34.018885,-60.363786 -34.018915,-60.366149 -34.019298,-60.368508 -34.019334,-60.370683 -34.020271,-60.375458 -34.021278,-60.378196 -34.021507,-60.382538 -34.020077,-60.384049 -34.020074,-60.385366 -34.019397,-60.386072 -34.018529,-60.387481 -34.018252,-60.388809 -34.018564,-60.389422 -34.018484,-60.390922 -34.016474,-60.391909 -34.015840,-60.394976 -34.014927,-60.397330 -34.013897,-60.400400 -34.014122,-60.401581 -34.013960,-60.402237 -34.012937,-60.403230 -34.012461,-60.404930 -34.012574,-60.405917 -34.011746,-60.407897 -34.011580,-60.409120 -34.010399,-60.410491 -34.010434,-60.411809 -34.010233,-60.413743 -34.009165,-60.415847 -34.008806,-60.416873 -34.008403,-60.418010 -34.006835,-60.419949 -34.006725,-60.421093 -34.006170,-60.422848 -34.006065,-60.424476 -34.004794,-60.426046 -34.003884,-60.429666 -34.003014,-60.431661 -34.002659,-60.435892 -34.002037,-60.437704 -34.000922,-60.438953 -34.000542,-60.441821 -34.001415,-60.444361 -34.001903,-60.448176 -34.001941,-60.453073 -34.001618,-60.455073 -34.001970,-60.456943 -34.001555,-60.458700 -34.002152,-60.460636 -34.001794,-60.463235 -34.001335,-60.465833 -34.001173,-60.466675 -33.999857,-60.467508 -33.998850,-60.468276 -33.977646,-60.469352 -33.956334,-60.470616 -33.931436,-60.472255 -33.913935,-60.471484 -33.914071))"
"066232703",10,0,2,0,0,0,1,10,1,10,8,6,3,10,0,10,6,0,4,3,0,10,0,0,0,0,2,"06","Buenos Aires","06623","Pergamino","066232703",43,10,-33.982248,-60.684943,38.701756298099,"POLYGON((-60.646783 -33.966035,-60.643678 -33.968478,-60.638479 -33.963629,-60.642420 -33.971820,-60.645086 -33.979511,-60.646300 -33.988339,-60.652798 -33.983150,-60.675661 -34.002132,-60.702993 -34.026812,-60.725055 -34.009325,-60.741226 -33.996063,-60.741826 -33.995598,-60.736340 -33.993817,-60.727961 -34.000580,-60.719261 -33.992871,-60.722605 -33.990156,-60.723124 -33.989714,-60.713533 -33.986282,-60.716995 -33.983523,-60.688304 -33.958163,-60.654282 -33.928113,-60.645678 -33.935227,-60.664443 -33.952137,-60.646783 -33.966035))"
"066232306",160,3,60,0,1,4,20,5,20,160,31,77,42,131,92,131,130,17,13,42,0,130,20,24,2,2,26,"06","Buenos Aires","06623","Pergamino","066232306",459,160,-33.921813,-60.384128,0.29099978975611,"POLYGON((-60.384385 -33.919655,-60.382975 -33.920591,-60.382099 -33.919801,-60.381205 -33.920470,-60.380729 -33.919972,-60.379749 -33.920672,-60.380306 -33.921136,-60.381173 -33.921939,-60.381513 -33.922292,-60.382005 -33.922745,-60.382903 -33.923528,-60.383739 -33.924323,-60.384563 -33.925115,-60.384917 -33.925404,-60.385210 -33.926475,-60.385606 -33.926540,-60.385515 -33.926169,-60.386916 -33.925269,-60.387302 -33.925186,-60.387116 -33.924161,-60.386918 -33.921794,-60.385315 -33.922184,-60.385291 -33.921825,-60.385192 -33.920598,-60.385060 -33.919357,-60.384687 -33.916928,-60.383464 -33.916076,-60.382283 -33.917035,-60.384835 -33.919356,-60.384385 -33.919655))"
"066232704",9,0,0,0,0,0,0,8,0,9,4,5,3,9,1,6,6,0,3,0,0,6,2,3,1,0,3,"06","Buenos Aires","06623","Pergamino","066232704",23,9,-33.965025,-60.742009,31.64525697403,"POLYGON((-60.748647 -33.958491,-60.736299 -33.955523,-60.709803 -33.945081,-60.706810 -33.943287,-60.688304 -33.958163,-60.716995 -33.983523,-60.713533 -33.986282,-60.723124 -33.989714,-60.723967 -33.989118,-60.728434 -33.990384,-60.728964 -33.990040,-60.731670 -33.990991,-60.732711 -33.989831,-60.734079 -33.990456,-60.733128 -33.991467,-60.736935 -33.992806,-60.736340 -33.993817,-60.741826 -33.995598,-60.761741 -33.980185,-60.769002 -33.974559,-60.770667 -33.973257,-60.797354 -33.952351,-60.777915 -33.935063,-60.755488 -33.952708,-60.748647 -33.958491))"
"066232301",181,1,87,0,0,8,4,14,4,181,47,61,29,153,125,129,130,24,27,54,1,140,30,40,7,3,34,"06","Buenos Aires","06623","Pergamino","066232301",517,181,-33.926005,-60.377178,0.65298496889244,"POLYGON((-60.377400 -33.924782,-60.375601 -33.926157,-60.372356 -33.923007,-60.370332 -33.924441,-60.369434 -33.925141,-60.369234 -33.925294,-60.369120 -33.926474,-60.369144 -33.926579,-60.369575 -33.927038,-60.370900 -33.928289,-60.371311 -33.928670,-60.372344 -33.928523,-60.372340 -33.929037,-60.385718 -33.927102,-60.385762 -33.927099,-60.385853 -33.927042,-60.385883 -33.926969,-60.385842 -33.926880,-60.385841 -33.926826,-60.385834 -33.926758,-60.385717 -33.926589,-60.385606 -33.926540,-60.385210 -33.926475,-60.384917 -33.925404,-60.384563 -33.925115,-60.383739 -33.924323,-60.382903 -33.923528,-60.382005 -33.922745,-60.381513 -33.922292,-60.381173 -33.921939,-60.380588 -33.922361,-60.380225 -33.922666,-60.379355 -33.923375,-60.378423 -33.924066,-60.377400 -33.924782))"
"066232404",8,1,2,0,0,0,0,8,0,7,4,5,3,8,1,5,2,0,6,0,0,5,1,3,1,1,2,"06","Buenos Aires","06623","Pergamino","066232404",23,8,-33.971702,-60.324373,29.566732246879,"POLYGON((-60.318461 -34.004337,-60.322104 -34.005887,-60.323771 -34.005649,-60.326833 -34.005710,-60.330076 -34.006040,-60.332038 -34.006720,-60.335277 -34.007077,-60.337247 -34.007109,-60.339854 -34.008210,-60.342155 -34.008456,-60.343397 -34.008990,-60.344810 -33.972993,-60.347435 -33.933222,-60.347440 -33.933186,-60.330953 -33.935818,-60.327916 -33.936398,-60.326339 -33.937094,-60.303998 -33.949670,-60.299773 -33.952218,-60.300409 -33.981120,-60.299780 -33.998885,-60.301409 -33.998970,-60.305472 -34.000166,-60.306295 -34.000416,-60.309739 -34.000747,-60.312223 -34.002410,-60.312875 -34.003012,-60.315313 -34.003988,-60.318461 -34.004337))"
"066232503",11,0,4,0,0,0,0,11,0,11,5,7,2,10,1,7,4,0,7,1,1,7,2,2,0,0,2,"06","Buenos Aires","06623","Pergamino","066232503",29,11,-34.00319,-60.47389,31.555464378104,"POLYGON((-60.470908 -33.997951,-60.469780 -33.998548,-60.468361 -33.998367,-60.467508 -33.998850,-60.466675 -33.999857,-60.465833 -34.001173,-60.463235 -34.001335,-60.460636 -34.001794,-60.458700 -34.002152,-60.456943 -34.001555,-60.455073 -34.001970,-60.453073 -34.001618,-60.448176 -34.001941,-60.444361 -34.001903,-60.441821 -34.001415,-60.438953 -34.000542,-60.437704 -34.000922,-60.435892 -34.002037,-60.431661 -34.002659,-60.429666 -34.003014,-60.426046 -34.003884,-60.424476 -34.004794,-60.422848 -34.006065,-60.421093 -34.006170,-60.419949 -34.006725,-60.418010 -34.006835,-60.416873 -34.008403,-60.415847 -34.008806,-60.450337 -34.040052,-60.457288 -34.034549,-60.465298 -34.041809,-60.467321 -34.039628,-60.473141 -34.026891,-60.474886 -34.024040,-60.475403 -34.023564,-60.477914 -34.022844,-60.485594 -34.022218,-60.485000 -34.021656,-60.488226 -34.019623,-60.491671 -34.012326,-60.495677 -34.006125,-60.502514 -33.995466,-60.509623 -33.984935,-60.513302 -33.980393,-60.517852 -33.976515,-60.530202 -33.965960,-60.534383 -33.962236,-60.541195 -33.955515,-60.550192 -33.948485,-60.542684 -33.942243,-60.540756 -33.944362,-60.539297 -33.947969,-60.537673 -33.950426,-60.537283 -33.952177,-60.535837 -33.953467,-60.535445 -33.954867,-60.534276 -33.955490,-60.533851 -33.956889,-60.532456 -33.957808,-60.527954 -33.963030,-60.524494 -33.965706,-60.520775 -33.967299,-60.517555 -33.968586,-60.512923 -33.968762,-60.507742 -33.968872,-60.503026 -33.969138,-60.499747 -33.970030,-60.496528 -33.971902,-60.493162 -33.974428,-60.489663 -33.976957,-60.488750 -33.978851,-60.487479 -33.979744,-60.485283 -33.980167,-60.481610 -33.982841,-60.479274 -33.986282,-60.477915 -33.987121,-60.476955 -33.988733,-60.475124 -33.990014,-60.474335 -33.991432,-60.473580 -33.992739,-60.472092 -33.993693,-60.470479 -33.996771,-60.470908 -33.997951))"
