"Código de radio.","Población total (en hogares familiares).","Población de 0 a 17 años.","Población de 0 a 3 años.","Población de 4 a 5 años.","Población de 6 a 12 años.","Población de 13 a 17 años.","Población de 18 años y más.","Población de 18 a 29 años.","Población de 30 a 54 años.","Población de 55 a 69 años.","Población de 70 años y más.","Total de mujeres (en hogares familiares).","Mujeres de 0 a 17 años.","Mujeres de 0 a 3 años.","Mujeres de 4 a 5 años.","Mujeres de 6 a 12 años.","Mujeres de 13 a 17 años.","Mujeres de 18 años y más.","Mujeres de 18 a 29 años.","Mujeres de 30 a 54 años.","Mujeres de 55 a 69 años.","Mujeres de 70 años y más.","Total de varones (en hogares familiares).","Varones de 0 a 17 años.","Varones de 0 a 3 años.","Varones de 4 a 5 años.","Varones de 6 a 12 años.","Varones de 13 a 17 años.","Varones de 18 años y más.","Varones de 18 a 29 años.","Varones de 30 a 54 años.","Varones de 55 a 69 años.","Varones de 70 años y más.","Población de 18 y más con primaria incompleta o menos","Población de 18 y más con primaria completa","Población de 18 y más con secundaria completa","Población de 18 y más con primaria completa sin secundario completo","Población de 18 y más con secundaria completa sin superior completo","Población de 18 y más con terciario completo","Población de 18 y más con universitario completo o más","Niños de 4 y 5 años que asisten a jardín","Población de 6 a 12 que asiste","Población de 13 a 17 sin secundaria completa que asiste","Población de 13 a 17 sin secundaria completa","Población de 18 a 29 sin secundaria completa que asiste","Población de 18 a 29 sin secundaria completa","Población de 14 a 25 años sin secundario completo o más que asiste","Población de 14 a 25 años sin secundario completo","Población de 14 a 25 años","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio","Población total","Total de hogares","Latitud del centroide","Longitud del centroide","Superficie en km2","Geometría en WKT"
"066232908",854,427,119,61,141,106,427,197,183,38,9,430,217,57,32,72,56,213,101,91,17,4,424,210,62,29,69,50,214,96,92,21,5,103,295,34,261,32,1,1,52,141,65,103,16,172,63,217,237,"06","Buenos Aires","06623","Pergamino","066232908",854,198,-33.886695,-60.613184,4.3528038924377,"POLYGON((-60.625723 -33.875461,-60.612793 -33.879692,-60.612692 -33.879486,-60.607383 -33.881290,-60.597246 -33.884701,-60.597329 -33.884739,-60.597577 -33.884871,-60.598190 -33.885206,-60.598370 -33.885301,-60.598878 -33.885592,-60.599350 -33.885888,-60.599758 -33.886164,-60.600251 -33.886519,-60.600568 -33.886758,-60.600870 -33.887017,-60.601190 -33.887306,-60.601514 -33.887608,-60.601838 -33.887921,-60.602366 -33.888515,-60.602113 -33.888599,-60.602209 -33.888710,-60.600610 -33.889217,-60.598865 -33.889780,-60.597574 -33.890175,-60.596287 -33.890588,-60.595323 -33.890892,-60.594427 -33.891162,-60.593528 -33.891455,-60.594271 -33.892999,-60.594881 -33.892862,-60.595827 -33.894861,-60.595296 -33.895038,-60.595821 -33.896128,-60.596278 -33.895967,-60.596777 -33.895825,-60.597300 -33.895639,-60.597761 -33.895490,-60.598282 -33.895343,-60.598436 -33.895293,-60.605093 -33.893049,-60.607336 -33.897685,-60.607842 -33.898573,-60.608415 -33.898497,-60.611740 -33.898132,-60.614025 -33.896840,-60.616146 -33.895227,-60.617868 -33.892126,-60.618958 -33.891300,-60.619982 -33.889690,-60.620027 -33.888860,-60.621227 -33.888134,-60.621705 -33.886938,-60.622524 -33.886346,-60.623672 -33.886488,-60.624492 -33.886216,-60.624813 -33.885486,-60.625850 -33.884937,-60.627758 -33.884075,-60.629669 -33.883303,-60.632571 -33.883401,-60.634349 -33.882787,-60.630404 -33.879227,-60.626081 -33.875343,-60.625723 -33.875461))"
"066232211",31,6,1,1,3,1,25,8,8,8,1,17,4,1,0,2,1,13,5,4,3,1,14,2,0,1,1,0,12,3,4,5,0,1,24,10,14,8,1,1,1,3,1,1,1,3,1,2,4,"06","Buenos Aires","06623","Pergamino","066232211",31,10,-33.890909,-60.495895,18.563931175951,"POLYGON((-60.472875 -33.893005,-60.472351 -33.900905,-60.472388 -33.912043,-60.472395 -33.912639,-60.511797 -33.906374,-60.524992 -33.904128,-60.528458 -33.903090,-60.534484 -33.901024,-60.538811 -33.899022,-60.536386 -33.899519,-60.535376 -33.899484,-60.534072 -33.899429,-60.531812 -33.899178,-60.531681 -33.899167,-60.529423 -33.898515,-60.527268 -33.897628,-60.525736 -33.896750,-60.522713 -33.893948,-60.520348 -33.891235,-60.516295 -33.884084,-60.509138 -33.871514,-60.504117 -33.870105,-60.496874 -33.869770,-60.474273 -33.869047,-60.474063 -33.872678,-60.472875 -33.893005))"
"066232902",1323,433,101,49,177,106,890,277,416,138,59,671,210,54,21,86,49,461,142,216,70,33,652,223,47,28,91,57,429,135,200,68,26,112,755,221,534,181,29,11,45,176,92,106,29,184,102,224,276,"06","Buenos Aires","06623","Pergamino","066232902",1323,402,-33.877376,-60.576026,0.38781801613709,"POLYGON((-60.569125 -33.877446,-60.569831 -33.878897,-60.570842 -33.878553,-60.571815 -33.878211,-60.572858 -33.877838,-60.572900 -33.877969,-60.573238 -33.878648,-60.574280 -33.878289,-60.575389 -33.880579,-60.575726 -33.880446,-60.577254 -33.879907,-60.578241 -33.879578,-60.579142 -33.879264,-60.580099 -33.878937,-60.581064 -33.878616,-60.580685 -33.877801,-60.580179 -33.876690,-60.579461 -33.875150,-60.578967 -33.874123,-60.577974 -33.874451,-60.573213 -33.876052,-60.572137 -33.876409,-60.570133 -33.877093,-60.569114 -33.877414,-60.569125 -33.877446))"
"066232009",1241,426,103,45,168,110,815,227,418,122,48,629,192,48,17,74,53,437,116,223,65,33,612,234,55,28,94,57,378,111,195,57,15,101,702,263,439,223,29,11,42,166,86,109,22,144,84,187,237,"06","Buenos Aires","06623","Pergamino","066232009",1241,364,-33.87942,-60.561924,0.23876726845996,"POLYGON((-60.562837 -33.883791,-60.563254 -33.884655,-60.564279 -33.884295,-60.565252 -33.883976,-60.564885 -33.883172,-60.564841 -33.883050,-60.564420 -33.882174,-60.563999 -33.881288,-60.563835 -33.880925,-60.563461 -33.880134,-60.562644 -33.878435,-60.562056 -33.877192,-60.561728 -33.876524,-60.561358 -33.875740,-60.561056 -33.875120,-60.560516 -33.873943,-60.559645 -33.874615,-60.558701 -33.875331,-60.560026 -33.878048,-60.560553 -33.879156,-60.561040 -33.880083,-60.561424 -33.880857,-60.562837 -33.883791))"
"066232010",901,308,80,40,103,85,593,186,245,97,65,453,147,38,21,47,41,306,94,121,55,36,448,161,42,19,56,44,287,92,124,42,29,85,497,133,364,115,11,7,38,101,77,84,17,128,67,157,195,"06","Buenos Aires","06623","Pergamino","066232010",901,258,-33.880556,-60.559967,0.2409457074571,"POLYGON((-60.560550 -33.884511,-60.560992 -33.885417,-60.561053 -33.885402,-60.562105 -33.885030,-60.563254 -33.884655,-60.561424 -33.880857,-60.561040 -33.880083,-60.560553 -33.879156,-60.560026 -33.878048,-60.558701 -33.875331,-60.557754 -33.876057,-60.556819 -33.876762,-60.557034 -33.877192,-60.557405 -33.877982,-60.558086 -33.879386,-60.558453 -33.880157,-60.558841 -33.880988,-60.559685 -33.882727,-60.560120 -33.883605,-60.560541 -33.884483,-60.560550 -33.884511))"
"066232904",623,194,33,17,78,66,429,140,198,63,28,307,95,17,7,35,36,212,65,103,31,13,316,99,16,10,43,30,217,75,95,32,15,67,350,114,236,92,17,5,14,77,58,63,20,96,68,123,156,"06","Buenos Aires","06623","Pergamino","066232904",623,184,-33.880664,-60.585273,0.3785986235082,"POLYGON((-60.582965 -33.882544,-60.583349 -33.883358,-60.583775 -33.884237,-60.583825 -33.884221,-60.583848 -33.884271,-60.584699 -33.884007,-60.585466 -33.883789,-60.586280 -33.883579,-60.587247 -33.883396,-60.588190 -33.883281,-60.588457 -33.883260,-60.588942 -33.883250,-60.589611 -33.883285,-60.589550 -33.883136,-60.589291 -33.882618,-60.589214 -33.882469,-60.589153 -33.882310,-60.588086 -33.880105,-60.586549 -33.876845,-60.584980 -33.877383,-60.584170 -33.877667,-60.583650 -33.877818,-60.582522 -33.878171,-60.581993 -33.878333,-60.581582 -33.878454,-60.581064 -33.878616,-60.581450 -33.879408,-60.581853 -33.880225,-60.582260 -33.881094,-60.582395 -33.881328,-60.582607 -33.881786,-60.582965 -33.882544))"
"066232303",36,6,0,0,4,2,30,3,14,7,6,17,3,0,0,2,1,14,1,5,4,4,19,3,0,0,2,1,16,2,9,3,2,4,24,6,18,6,0,0,0,4,2,2,0,1,2,2,4,"06","Buenos Aires","06623","Pergamino","066232303",87,13,-33.892986,-60.453547,15.696837865924,"POLYGON((-60.435981 -33.893185,-60.434480 -33.918954,-60.454132 -33.915167,-60.453349 -33.912266,-60.454504 -33.912036,-60.453775 -33.909189,-60.466416 -33.907136,-60.467056 -33.909997,-60.465251 -33.910351,-60.465632 -33.912343,-60.466954 -33.912082,-60.467201 -33.913072,-60.472187 -33.912065,-60.472388 -33.912043,-60.472351 -33.900905,-60.472875 -33.893005,-60.474063 -33.872678,-60.447700 -33.871784,-60.437249 -33.871401,-60.435981 -33.893185))"
"066232401",50,13,5,1,4,3,37,9,14,5,9,21,4,1,1,1,1,17,5,6,2,4,29,9,4,0,3,2,20,4,8,3,5,9,26,3,23,2,0,1,1,4,3,3,1,9,3,9,9,"06","Buenos Aires","06623","Pergamino","066232401",50,20,-33.895012,-60.32068,35.423304290225,"POLYGON((-60.281263 -33.868819,-60.282052 -33.904503,-60.310339 -33.903909,-60.310831 -33.917497,-60.322121 -33.917260,-60.322691 -33.933389,-60.321993 -33.933658,-60.322205 -33.939423,-60.326339 -33.937094,-60.327916 -33.936398,-60.330953 -33.935818,-60.347440 -33.933186,-60.347450 -33.932912,-60.349622 -33.899100,-60.351599 -33.868235,-60.351523 -33.867341,-60.310735 -33.868163,-60.281263 -33.868819))"
"066232302",39,13,6,1,2,4,26,8,13,3,2,20,6,2,1,1,2,14,5,5,2,2,19,7,4,0,1,2,12,3,8,1,0,1,25,10,15,7,1,2,1,2,4,4,0,4,4,7,9,"06","Buenos Aires","06623","Pergamino","066232302",39,12,-33.897636,-60.390694,48.811146521437,"POLYGON((-60.349622 -33.899100,-60.347450 -33.932912,-60.347440 -33.933186,-60.372340 -33.929037,-60.372344 -33.928523,-60.371311 -33.928670,-60.370900 -33.928289,-60.369575 -33.927038,-60.369144 -33.926579,-60.369120 -33.926474,-60.369234 -33.925294,-60.369434 -33.925141,-60.370332 -33.924441,-60.372356 -33.923007,-60.375601 -33.926157,-60.377400 -33.924782,-60.378423 -33.924066,-60.379355 -33.923375,-60.380225 -33.922666,-60.380588 -33.922361,-60.381173 -33.921939,-60.380306 -33.921136,-60.379749 -33.920672,-60.380729 -33.919972,-60.381205 -33.920470,-60.382099 -33.919801,-60.382975 -33.920591,-60.384835 -33.919356,-60.382283 -33.917035,-60.383464 -33.916076,-60.384687 -33.916928,-60.385060 -33.919357,-60.385192 -33.920598,-60.385291 -33.921825,-60.385315 -33.922184,-60.386918 -33.921794,-60.387116 -33.924161,-60.387302 -33.925186,-60.386916 -33.925269,-60.385515 -33.926169,-60.385606 -33.926540,-60.385717 -33.926589,-60.385834 -33.926758,-60.385841 -33.926826,-60.385842 -33.926880,-60.385883 -33.926969,-60.385853 -33.927042,-60.385762 -33.927099,-60.385718 -33.927102,-60.385712 -33.927158,-60.386003 -33.928153,-60.393229 -33.926977,-60.393070 -33.925680,-60.406270 -33.923611,-60.434480 -33.918954,-60.437249 -33.871401,-60.422590 -33.870813,-60.409170 -33.870356,-60.409142 -33.870318,-60.408066 -33.870278,-60.395344 -33.869820,-60.351599 -33.868235,-60.349622 -33.899100))"
"066232006",970,356,71,32,134,119,614,188,304,84,38,489,166,32,18,62,54,323,96,163,39,25,481,190,39,14,72,65,291,92,141,45,13,63,540,164,376,140,22,2,28,133,98,117,21,122,106,192,241,"06","Buenos Aires","06623","Pergamino","066232006",970,258,-33.878483,-60.567317,0.10514411021337,"POLYGON((-60.565822 -33.880258,-60.565832 -33.880280,-60.566320 -33.880112,-60.566818 -33.879932,-60.567351 -33.879753,-60.567867 -33.879573,-60.568850 -33.879247,-60.569831 -33.878897,-60.569125 -33.877446,-60.569114 -33.877414,-60.568778 -33.876699,-60.567788 -33.877020,-60.566791 -33.877358,-60.565951 -33.877607,-60.565713 -33.877686,-60.565771 -33.877811,-60.564824 -33.878114,-60.564955 -33.878390,-60.565114 -33.878753,-60.565259 -33.879060,-60.565458 -33.879470,-60.565822 -33.880258))"
"066232011",2024,733,176,61,280,216,1291,432,574,194,91,1025,368,77,32,146,113,657,223,282,99,53,999,365,99,29,134,103,634,209,292,95,38,183,1081,291,790,256,29,6,57,278,157,210,29,288,139,374,471,"06","Buenos Aires","06623","Pergamino","066232011",2024,538,-33.882417,-60.557239,0.37799485532146,"POLYGON((-60.554449 -33.878569,-60.554223 -33.878736,-60.554224 -33.878740,-60.554390 -33.878614,-60.554585 -33.879502,-60.554789 -33.880464,-60.554992 -33.881472,-60.555069 -33.881697,-60.555184 -33.882118,-60.555262 -33.882386,-60.555340 -33.882769,-60.555418 -33.883129,-60.555446 -33.883496,-60.555459 -33.883931,-60.555453 -33.884219,-60.555443 -33.884455,-60.555501 -33.885214,-60.555634 -33.885172,-60.555622 -33.887200,-60.556614 -33.886880,-60.557792 -33.886476,-60.558844 -33.886143,-60.558948 -33.886102,-60.559890 -33.885786,-60.559945 -33.885770,-60.560992 -33.885417,-60.560550 -33.884511,-60.560541 -33.884483,-60.560120 -33.883605,-60.559685 -33.882727,-60.558841 -33.880988,-60.558453 -33.880157,-60.558086 -33.879386,-60.557405 -33.877982,-60.557034 -33.877192,-60.556819 -33.876762,-60.556622 -33.876927,-60.556178 -33.877280,-60.555863 -33.877500,-60.554988 -33.878164,-60.554449 -33.878569))"
"066232007",1334,342,89,36,132,85,992,251,431,212,98,708,170,49,15,67,39,538,137,227,113,61,626,172,40,21,65,46,454,114,204,99,37,137,834,297,537,228,44,25,33,131,71,84,32,141,81,166,222,"06","Buenos Aires","06623","Pergamino","066232007",1343,446,-33.880318,-60.571012,0.24756816728993,"POLYGON((-60.570842 -33.878553,-60.569831 -33.878897,-60.568850 -33.879247,-60.567867 -33.879573,-60.567351 -33.879753,-60.566818 -33.879932,-60.567548 -33.881421,-60.567909 -33.882183,-60.568298 -33.882937,-60.569325 -33.882602,-60.571292 -33.881931,-60.572319 -33.881593,-60.574311 -33.880924,-60.575389 -33.880579,-60.574280 -33.878289,-60.573238 -33.878648,-60.572900 -33.877969,-60.572858 -33.877838,-60.571815 -33.878211,-60.570842 -33.878553))"
"066230101",839,238,52,24,84,78,601,170,262,106,63,428,114,19,9,45,41,314,85,136,58,35,411,124,33,15,39,37,287,85,126,48,28,76,506,181,325,149,27,5,21,84,62,73,17,94,66,133,178,"06","Buenos Aires","06623","Pergamino","066230101",839,257,-33.881018,-60.579485,0.18016552427813,"POLYGON((-60.577537 -33.882673,-60.577882 -33.883426,-60.578798 -33.883123,-60.580685 -33.882476,-60.581616 -33.882139,-60.582607 -33.881786,-60.582395 -33.881328,-60.582260 -33.881094,-60.581853 -33.880225,-60.581450 -33.879408,-60.581064 -33.878616,-60.580099 -33.878937,-60.579142 -33.879264,-60.578241 -33.879578,-60.577254 -33.879907,-60.576384 -33.880213,-60.577150 -33.881863,-60.577537 -33.882673))"
"066232012",563,230,64,23,95,48,333,122,148,50,13,277,111,33,10,45,23,166,65,68,26,7,286,119,31,13,50,25,167,57,80,24,6,46,272,81,191,67,7,7,20,95,40,48,7,81,37,96,122,"06","Buenos Aires","06623","Pergamino","066232012",563,158,-33.885408,-60.550329,0.78478404476176,"POLYGON((-60.547233 -33.884071,-60.542819 -33.887435,-60.543032 -33.887618,-60.544521 -33.888993,-60.544657 -33.889103,-60.545325 -33.889726,-60.545997 -33.890340,-60.546074 -33.890425,-60.546068 -33.890463,-60.554505 -33.887595,-60.555045 -33.887429,-60.555044 -33.887390,-60.555622 -33.887200,-60.555634 -33.885172,-60.555501 -33.885214,-60.555443 -33.884455,-60.555453 -33.884219,-60.555459 -33.883931,-60.555446 -33.883496,-60.555418 -33.883129,-60.555340 -33.882769,-60.555262 -33.882386,-60.555184 -33.882118,-60.555069 -33.881697,-60.554992 -33.881472,-60.554789 -33.880464,-60.554585 -33.879502,-60.554390 -33.878614,-60.547233 -33.884071))"
"066232008",1123,246,48,26,85,87,877,216,339,220,102,601,126,22,10,44,50,475,105,201,108,61,522,120,26,16,41,37,402,111,138,112,41,68,793,380,413,292,62,26,26,84,81,85,18,71,84,123,213,"06","Buenos Aires","06623","Pergamino","066232008",1123,396,-33.881692,-60.565844,0.12698301952911,"POLYGON((-60.563477 -33.880167,-60.563835 -33.880925,-60.563999 -33.881288,-60.564420 -33.882174,-60.564841 -33.883050,-60.564885 -33.883172,-60.565252 -33.883976,-60.567302 -33.883273,-60.568298 -33.882937,-60.567909 -33.882183,-60.567548 -33.881421,-60.566818 -33.879932,-60.566320 -33.880112,-60.565832 -33.880280,-60.565458 -33.879470,-60.564954 -33.879632,-60.564449 -33.879811,-60.563461 -33.880134,-60.563477 -33.880167))"
"066230102",1065,255,59,28,94,74,810,183,311,171,145,569,115,26,10,47,32,454,93,169,98,94,496,140,33,18,47,42,356,90,142,73,51,93,707,318,389,258,40,20,26,92,61,74,24,79,71,117,179,"06","Buenos Aires","06623","Pergamino","066230102",1065,379,-33.883202,-60.576194,0.17436633100823,"POLYGON((-60.574458 -33.883684,-60.574805 -33.884438,-60.575463 -33.884217,-60.575815 -33.884108,-60.576545 -33.885681,-60.576889 -33.886468,-60.577961 -33.886117,-60.578979 -33.885775,-60.578248 -33.884194,-60.577882 -33.883426,-60.577537 -33.882673,-60.577150 -33.881863,-60.576384 -33.880213,-60.575726 -33.880446,-60.575389 -33.880579,-60.574311 -33.880924,-60.573302 -33.881262,-60.573708 -33.882132,-60.574076 -33.882909,-60.574458 -33.883684))"
"066230103",1146,246,58,26,95,67,900,211,366,189,134,618,129,32,13,52,32,489,114,192,95,88,528,117,26,13,43,35,411,97,174,94,46,87,801,372,429,268,62,42,25,95,62,66,23,97,65,121,195,"06","Buenos Aires","06623","Pergamino","066230103",1146,400,-33.884554,-60.573995,0.16021956581255,"POLYGON((-60.572434 -33.884357,-60.573535 -33.886688,-60.573902 -33.887479,-60.574899 -33.887135,-60.574955 -33.887111,-60.575898 -33.886793,-60.576889 -33.886468,-60.576545 -33.885681,-60.575815 -33.884108,-60.575463 -33.884217,-60.574805 -33.884438,-60.574458 -33.883684,-60.574076 -33.882909,-60.573708 -33.882132,-60.573302 -33.881262,-60.572319 -33.881593,-60.571292 -33.881931,-60.572067 -33.883586,-60.572434 -33.884357))"
"066232402",15,1,1,0,0,0,14,5,3,5,1,5,0,0,0,0,0,5,2,1,2,0,10,1,1,0,0,0,9,3,2,3,1,4,10,0,10,0,0,0,0,0,0,0,0,5,0,4,4,"06","Buenos Aires","06623","Pergamino","066232402",15,6,-33.915425,-60.272069,56.369836698038,"POLYGON((-60.231074 -33.870813,-60.233015 -33.931327,-60.260594 -33.930838,-60.261774 -33.963261,-60.263202 -33.963174,-60.263208 -33.965172,-60.272296 -33.964805,-60.273214 -33.967098,-60.295304 -33.954859,-60.299773 -33.952218,-60.303998 -33.949670,-60.322205 -33.939423,-60.321993 -33.933658,-60.322691 -33.933389,-60.322121 -33.917260,-60.310831 -33.917497,-60.310339 -33.903909,-60.282052 -33.904503,-60.281263 -33.868819,-60.271722 -33.868986,-60.252875 -33.869406,-60.241808 -33.869918,-60.230818 -33.870136,-60.231074 -33.870813))"
"066230112",707,168,33,24,64,47,539,127,222,108,82,376,80,16,11,30,23,296,63,118,65,50,331,88,17,13,34,24,243,64,104,43,32,61,467,193,274,146,26,21,24,63,40,46,13,59,45,86,128,"06","Buenos Aires","06623","Pergamino","066230112",707,242,-33.883793,-60.580806,0.13270487846176,"POLYGON((-60.578619 -33.884998,-60.578979 -33.885775,-60.579934 -33.885460,-60.581819 -33.884819,-60.582707 -33.884501,-60.583723 -33.884130,-60.583349 -33.883358,-60.582607 -33.881786,-60.581616 -33.882139,-60.580685 -33.882476,-60.578798 -33.883123,-60.577882 -33.883426,-60.578248 -33.884194,-60.578619 -33.884998))"
"066230104",957,211,47,30,68,66,746,159,300,147,140,505,94,21,13,26,34,411,79,158,79,95,452,117,26,17,42,32,335,80,142,68,45,77,654,363,291,251,57,55,30,68,58,66,18,52,64,90,161,"06","Buenos Aires","06623","Pergamino","066230104",969,364,-33.885406,-60.571481,0.15755929884268,"POLYGON((-60.570694 -33.887986,-60.570915 -33.888465,-60.571951 -33.888124,-60.572929 -33.887792,-60.573902 -33.887479,-60.573535 -33.886688,-60.572067 -33.883586,-60.571292 -33.881931,-60.569325 -33.882602,-60.569738 -33.883488,-60.570837 -33.885785,-60.569810 -33.886132,-60.570188 -33.886912,-60.570563 -33.887700,-60.570694 -33.887986))"
"066232905",841,251,38,24,101,88,590,157,290,87,56,445,128,20,8,55,45,317,80,160,43,34,396,123,18,16,46,43,273,77,130,44,22,39,548,284,264,212,46,26,22,101,80,87,23,72,83,123,186,"06","Buenos Aires","06623","Pergamino","066232905",841,247,-33.885529,-60.588937,0.3386737651143,"POLYGON((-60.589578 -33.883205,-60.589611 -33.883285,-60.588942 -33.883250,-60.588457 -33.883260,-60.588190 -33.883281,-60.587247 -33.883396,-60.586280 -33.883579,-60.585466 -33.883789,-60.584699 -33.884007,-60.583848 -33.884271,-60.583825 -33.884221,-60.583775 -33.884237,-60.584133 -33.884994,-60.584955 -33.886769,-60.585783 -33.888517,-60.586888 -33.888144,-60.587675 -33.887873,-60.587741 -33.887857,-60.589481 -33.887274,-60.590346 -33.886969,-60.592137 -33.886395,-60.593045 -33.886111,-60.595260 -33.885393,-60.595749 -33.885238,-60.596634 -33.884964,-60.597329 -33.884739,-60.596975 -33.884569,-60.596736 -33.884497,-60.596558 -33.884409,-60.596389 -33.884383,-60.595890 -33.884192,-60.595159 -33.883957,-60.590675 -33.885439,-60.589602 -33.883204,-60.589578 -33.883205))"
"066230105",920,196,49,27,77,43,724,173,248,151,152,512,100,25,14,39,22,412,92,135,84,101,408,96,24,13,38,21,312,81,113,67,51,76,637,347,290,249,60,38,27,77,38,41,10,55,39,72,140,"06","Buenos Aires","06623","Pergamino","066230105",930,331,-33.884878,-60.568051,0.15427126268469,"POLYGON((-60.566810 -33.887153,-60.566816 -33.887164,-60.567827 -33.886820,-60.568824 -33.886480,-60.569810 -33.886132,-60.570837 -33.885785,-60.569738 -33.883488,-60.569325 -33.882602,-60.568298 -33.882937,-60.567302 -33.883273,-60.565252 -33.883976,-60.566061 -33.885644,-60.566449 -33.886400,-60.566810 -33.887153))"
"066232907",1228,470,116,50,176,128,758,277,335,112,34,618,237,67,26,76,68,381,137,170,55,19,610,233,49,24,100,60,377,140,165,57,15,171,561,108,453,100,4,4,47,169,98,127,13,216,92,264,307,"06","Buenos Aires","06623","Pergamino","066232907",1228,328,-33.88817,-60.596112,0.47084675471868,"POLYGON((-60.591405 -33.891211,-60.591784 -33.892031,-60.592655 -33.891741,-60.594427 -33.891162,-60.595323 -33.890892,-60.596287 -33.890588,-60.597574 -33.890175,-60.598865 -33.889780,-60.600610 -33.889217,-60.602209 -33.888710,-60.602113 -33.888599,-60.602366 -33.888515,-60.601838 -33.887921,-60.601514 -33.887608,-60.601190 -33.887306,-60.600870 -33.887017,-60.600568 -33.886758,-60.600251 -33.886519,-60.599758 -33.886164,-60.599350 -33.885888,-60.598878 -33.885592,-60.598370 -33.885301,-60.598190 -33.885206,-60.597805 -33.884993,-60.597329 -33.884739,-60.596634 -33.884964,-60.595749 -33.885238,-60.595260 -33.885393,-60.593045 -33.886111,-60.592137 -33.886395,-60.591266 -33.886675,-60.591665 -33.887503,-60.592013 -33.888243,-60.592787 -33.889873,-60.591928 -33.890178,-60.591052 -33.890464,-60.591405 -33.891211))"
"066230201",695,151,36,17,67,31,544,116,220,107,101,369,72,11,8,39,14,297,60,115,56,66,326,79,25,9,28,17,247,56,105,51,35,44,495,273,222,181,53,39,17,66,30,31,17,43,38,54,100,"06","Buenos Aires","06623","Pergamino","066230201",695,258,-33.886536,-60.581751,0.19718128877352,"POLYGON((-60.578358 -33.886962,-60.578793 -33.887851,-60.579208 -33.888642,-60.580205 -33.888364,-60.581188 -33.888017,-60.582097 -33.887717,-60.583090 -33.887416,-60.583524 -33.888275,-60.585375 -33.887655,-60.584955 -33.886769,-60.584133 -33.884994,-60.583723 -33.884130,-60.582707 -33.884501,-60.581819 -33.884819,-60.579934 -33.885460,-60.578979 -33.885775,-60.577961 -33.886117,-60.578057 -33.886313,-60.578358 -33.886962))"
"066230107",983,252,56,27,97,72,731,167,288,139,137,506,110,25,11,44,30,396,80,161,67,88,477,142,31,16,53,42,335,87,127,72,49,81,646,303,343,205,57,41,23,95,65,71,19,63,69,102,162,"06","Buenos Aires","06623","Pergamino","066230107",983,354,-33.8863,-60.563891,0.16399880600406,"POLYGON((-60.562245 -33.888066,-60.562500 -33.888596,-60.562622 -33.888555,-60.562639 -33.888588,-60.564839 -33.887837,-60.565817 -33.887515,-60.566573 -33.887255,-60.566816 -33.887164,-60.566449 -33.886400,-60.566061 -33.885644,-60.565252 -33.883976,-60.564279 -33.884295,-60.563306 -33.884638,-60.562105 -33.885030,-60.560980 -33.885429,-60.562245 -33.888066))"
"066232906",1117,358,82,35,131,110,759,237,312,135,75,564,165,38,16,59,52,399,120,161,73,45,553,193,44,19,72,58,360,117,151,62,30,118,621,175,446,140,23,12,32,130,87,108,25,167,91,207,252,"06","Buenos Aires","06623","Pergamino","066232906",1117,337,-33.889862,-60.589371,0.27700885721316,"POLYGON((-60.585865 -33.888490,-60.585783 -33.888517,-60.585792 -33.888539,-60.585875 -33.888511,-60.586643 -33.890117,-60.586542 -33.890151,-60.587296 -33.891726,-60.588121 -33.893275,-60.589070 -33.892932,-60.590877 -33.892329,-60.591784 -33.892031,-60.591405 -33.891211,-60.591052 -33.890464,-60.591928 -33.890178,-60.592787 -33.889873,-60.592013 -33.888243,-60.591665 -33.887503,-60.591266 -33.886675,-60.590346 -33.886969,-60.589481 -33.887274,-60.587741 -33.887857,-60.587675 -33.887873,-60.586888 -33.888144,-60.585865 -33.888490))"
"066230202",617,123,28,8,52,35,494,90,175,120,109,353,64,18,6,23,17,289,52,98,70,69,264,59,10,2,29,18,205,38,77,50,40,21,466,290,176,160,56,74,8,52,30,34,11,22,32,45,87,"06","Buenos Aires","06623","Pergamino","066230202",671,247,-33.888807,-60.577224,0.18134602947038,"POLYGON((-60.574163 -33.888046,-60.574272 -33.888261,-60.574319 -33.888246,-60.574360 -33.888330,-60.575060 -33.888096,-60.576688 -33.891591,-60.580077 -33.890446,-60.579960 -33.890214,-60.579561 -33.889369,-60.579208 -33.888642,-60.578793 -33.887851,-60.578358 -33.886962,-60.578057 -33.886313,-60.577961 -33.886117,-60.575898 -33.886793,-60.574955 -33.887111,-60.574899 -33.887135,-60.573902 -33.887479,-60.573982 -33.887686,-60.574163 -33.888046))"
